bluetopwr,bluetopgp,bluetopkda,bluejunglewr,bluejunglegp,bluejunglekda,bluemidwr,bluemidgp,bluemidkda,blueadcwr,blueadcgp,blueadckda,bluesupportwr,bluesupportgp,bluesupportkda,redtopwr,redtopgp,redtopkda,redjunglewr,redjunglegp,redjunglekda,redmidwr,redmidgp,redmidkda,redadcwr,redadcgp,redadckda,redsupportwr,redsupportgp,redsupportkda
0.53,885,1.39,0.55,29,3.44,0.5,0,1,0.18,22,1.48,0.5,16,3.57,0.53,377,1.98,0.64,217,3.53,0.61,115,2.99,0.57,99,2.43,0.5,151,3.84
